OrderNumber,CustomerCode,OrderDate,RequiredDate,SalesPersonCode,ShippingMethod,PaymentTerms,Status,Priority,TotalAmount,Tax,Currency,BillingAddress,ShippingAddress
SO20250820697,CUST0043,2025-08-16,2025-08-21,SALES006,Freight,Credit Card,Delivered,High,1132.62,66.62,CAD,7616 Park St Naperville IL 34755,7616 Park St Naperville IL 34755
SO20250820698,CUST0012,2025-07-28,2025-08-30,SALES006,Pickup,Wire Transfer,Open,High,1733.0800000000002,101.95,EUR,6428 Main Dr San Francisco CA 14388,6428 Main Dr San Francisco CA 14388
SO20250820699,CUST0496,2025-08-12,2025-08-29,SALES006,2-Day,Wire Transfer,Cancelled,Low,3700.0699999999997,274.08,EUR,237 Washington Rd Generic City MA 47279,237 Washington Rd Generic City MA 47279
SO20250820700,CUST0085,2025-08-10,2025-08-26,SALES004,Pickup,Credit Card,Delivered,Normal,4565.17,347.92,USD,1756 Oak Rd Peoria IL 81050,1756 Oak Rd Peoria IL 81050
SO20250820701,CUST0033,2025-07-22,2025-09-03,SALES001,Freight,NET30,Cancelled,Normal,1852.97,153.0,CAD,7166 Main St Sacramento CA 22614,3936 Industrial Blvd Naperville IL 14952
SO20250820702,CUST0307,2025-08-08,2025-09-01,SALES006,Express,Wire Transfer,Delivered,Low,715.62,54.54,EUR,8558 Main St Generic City MI 10241,8558 Main St Generic City MI 10241
SO20250820703,CUST0085,2025-07-29,2025-08-24,SALES004,Pickup,NET15,Open,Urgent,3160.3900000000003,240.86,CAD,7713 Oak Ave Generic City PA 39019,7713 Oak Ave Generic City PA 39019
SO20250820704,CUST0332,2025-07-26,2025-08-24,SALES007,Freight,NET45,Open,High,1700.6599999999999,129.61,USD,470 Elm Dr Syracuse NY 44581,470 Elm Dr Syracuse NY 44581
SO20250820705,CUST0330,2025-08-19,2025-08-26,SALES004,Freight,Wire Transfer,On Hold,Low,3957.2200000000003,293.13,USD,2751 Park St Generic City MI 67146,2751 Park St Generic City MI 67146
SO20250820706,CUST0204,2025-08-16,2025-08-26,SALES008,Overnight,NET30,Open,Low,1043.14,77.27,USD,9651 Main Blvd Austin TX 70367,6213 Business Blvd Generic City MI 21937
SO20250820707,CUST0283,2025-08-11,2025-08-30,SALES006,Pickup,NET45,Processing,Urgent,1373.49,101.74,USD,8028 Oak Ave New York NY 82311,8028 Oak Ave New York NY 82311
SO20250820708,CUST0136,2025-07-27,2025-08-29,SALES008,Pickup,Wire Transfer,Processing,Low,173.45,12.1,EUR,2923 Second Blvd Sacramento CA 23941,2923 Second Blvd Sacramento CA 23941
SO20250820709,CUST0125,2025-07-28,2025-08-25,SALES003,Ground,NET45,Cancelled,High,2765.36,162.67,USD,6045 Washington Dr San Diego CA 27981,3682 Commerce Ave Miami FL 46782
SO20250820710,CUST0436,2025-08-18,2025-08-24,SALES001,Ground,NET15,Open,Normal,1559.9199999999998,115.55,CAD,4720 Oak Dr New York NY 94173,4720 Oak Dr New York NY 94173
SO20250820711,CUST0348,2025-07-24,2025-08-31,SALES001,2-Day,NET45,Cancelled,Normal,4831.46,368.22,USD,7102 Main Blvd Generic City NJ 83841,7102 Main Blvd Generic City NJ 83841
SO20250820712,CUST0319,2025-07-22,2025-08-31,SALES008,Freight,Credit Card,Cancelled,Urgent,1951.2199999999998,161.11,CAD,1375 Main Ave Generic City NJ 55568,1375 Main Ave Generic City NJ 55568
SO20250820713,CUST0230,2025-07-29,2025-08-27,SALES005,Freight,Credit Card,Delivered,Urgent,3808.09,290.22,USD,6831 Park St Tallahassee FL 15250,6831 Park St Tallahassee FL 15250
SO20250820714,CUST0467,2025-08-17,2025-08-30,SALES005,Overnight,NET45,Open,High,727.05,42.77,USD,234 Elm Blvd Albany NY 28663,234 Elm Blvd Albany NY 28663
SO20250820715,CUST0359,2025-08-09,2025-08-30,SALES004,Express,Wire Transfer,Cancelled,Normal,4071.06,239.47,CAD,1930 Second St Tampa FL 66541,5136 Business Dr Generic City VA 86312
SO20250820716,CUST0250,2025-08-19,2025-08-28,SALES002,Ground,Credit Card,Closed,High,4217.53,248.09,CAD,2203 Oak Rd Generic City GA 17868,5375 Business Rd Generic City GA 62514
SO20250820717,CUST0006,2025-08-15,2025-08-27,SALES005,Express,NET30,Delivered,Normal,1883.14,155.49,EUR,6265 Elm Rd Generic City VA 37065,6265 Elm Rd Generic City VA 37065
SO20250820718,CUST0416,2025-08-12,2025-08-28,SALES008,2-Day,NET15,Closed,Low,3516.3599999999997,267.99,EUR,8254 Park Blvd Los Angeles CA 92854,8254 Park Blvd Los Angeles CA 92854
SO20250820719,CUST0026,2025-08-19,2025-08-23,SALES008,2-Day,Credit Card,Closed,High,1523.3799999999999,106.28,CAD,6752 Second Dr Generic City MI 16836,6752 Second Dr Generic City MI 16836
SO20250820720,CUST0276,2025-07-27,2025-08-27,SALES008,Ground,NET15,Closed,Low,414.8,28.94,EUR,3708 First Dr Generic City GA 70771,3708 First Dr Generic City GA 70771
SO20250820721,CUST0214,2025-08-06,2025-08-29,SALES005,2-Day,Wire Transfer,Processing,Urgent,3733.99,260.51,EUR,8562 Washington Rd Generic City NJ 23704,8562 Washington Rd Generic City NJ 23704
SO20250820722,CUST0254,2025-08-10,2025-09-03,SALES005,Ground,NET30,On Hold,High,3410.6,252.64,CAD,9884 Second St Generic City NJ 70330,9884 Second St Generic City NJ 70330
SO20250820723,CUST0369,2025-08-19,2025-08-28,SALES008,Pickup,NET15,On Hold,High,1849.09,129.01,USD,8045 Oak St Dallas TX 44365,8045 Oak St Dallas TX 44365
SO20250820724,CUST0242,2025-08-15,2025-08-26,SALES003,Ground,Wire Transfer,Processing,High,2436.59,169.99,CAD,6096 First Ave Austin TX 52797,7786 Business Rd Sacramento CA 56559
SO20250820725,CUST0221,2025-08-10,2025-08-23,SALES007,2-Day,NET30,On Hold,High,2383.21,166.27,EUR,2621 Main Ave Generic City VA 26670,2621 Main Ave Generic City VA 26670
SO20250820726,CUST0038,2025-08-20,2025-08-27,SALES005,Freight,COD,Open,Urgent,2054.5,143.34,EUR,4664 Park Dr Dallas TX 64968,4664 Park Dr Dallas TX 64968
SO20250820727,CUST0211,2025-08-06,2025-08-24,SALES008,Express,NET45,Open,Low,5266.820000000001,309.81,EUR,6485 Elm Rd Generic City MI 35575,117 Corporate Blvd Austin TX 15462
SO20250820728,CUST0204,2025-07-23,2025-08-30,SALES007,Pickup,NET15,Cancelled,High,1510.95,111.92,USD,4196 Park Blvd Jacksonville FL 19462,4196 Park Blvd Jacksonville FL 19462
SO20250820729,CUST0381,2025-08-20,2025-09-02,SALES001,Pickup,NET30,Open,Urgent,2177.4500000000003,128.09,CAD,2455 Oak Ave San Antonio TX 22660,5261 Commerce Rd Sacramento CA 59323
SO20250820730,CUST0243,2025-08-02,2025-09-02,SALES003,Freight,COD,Open,High,1913.08,112.53,CAD,4531 Oak Ave Generic City NJ 14299,4531 Oak Ave Generic City NJ 14299
SO20250820731,CUST0024,2025-07-23,2025-08-25,SALES004,Ground,Wire Transfer,Open,Urgent,949.7,66.26,EUR,9888 Washington Blvd Generic City GA 76409,9888 Washington Blvd Generic City GA 76409
SO20250820732,CUST0376,2025-08-08,2025-08-28,SALES005,Express,Credit Card,Cancelled,Urgent,493.74,37.63,EUR,8780 Second Ave Generic City NJ 75884,2034 Commerce St Generic City NC 37081
SO20250820733,CUST0017,2025-07-31,2025-08-26,SALES003,Pickup,Credit Card,Processing,Normal,1991.27,138.93,USD,8190 First St Jacksonville FL 45357,8190 First St Jacksonville FL 45357
SO20250820734,CUST0269,2025-07-26,2025-08-21,SALES007,Pickup,NET30,Cancelled,Normal,1557.9899999999998,128.64,CAD,6813 Main Blvd Generic City NC 24371,6950 Commerce Dr Generic City VA 58028
SO20250820735,CUST0167,2025-07-31,2025-08-25,SALES003,Overnight,Credit Card,Processing,Normal,346.02000000000004,20.35,CAD,1368 Elm Dr Generic City NJ 90302,5209 Corporate Dr Generic City WA 19549
SO20250820736,CUST0026,2025-08-16,2025-08-30,SALES007,Pickup,Wire Transfer,Cancelled,High,1639.4499999999998,135.37,EUR,3350 Second Dr Austin TX 14341,3350 Second Dr Austin TX 14341
SO20250820737,CUST0339,2025-08-07,2025-08-28,SALES001,2-Day,NET15,Processing,High,4196.42,292.77,USD,4592 Second Blvd Generic City GA 52663,257 Business Rd Generic City WA 56829
SO20250820738,CUST0447,2025-08-18,2025-08-22,SALES001,Overnight,NET45,On Hold,Urgent,989.98,69.07,EUR,1267 Washington St Generic City OH 20084,1968 Industrial Blvd Generic City NC 89007
SO20250820739,CUST0365,2025-08-15,2025-08-31,SALES008,Express,Credit Card,Open,Urgent,5077.72,354.26,USD,5804 Oak Rd Generic City MA 43717,5804 Oak Rd Generic City MA 43717
SO20250820740,CUST0227,2025-08-10,2025-09-02,SALES008,Overnight,NET15,Delivered,Urgent,3670.2599999999998,256.06,USD,6064 Washington Rd Generic City NJ 78217,7243 Corporate St Generic City MA 75490
SO20250820741,CUST0300,2025-08-03,2025-08-24,SALES004,Pickup,NET45,Open,Normal,2564.87,178.94,CAD,5861 Washington Rd Generic City AZ 33921,6367 Warehouse St Generic City OH 81053
SO20250820742,CUST0484,2025-08-20,2025-08-28,SALES006,Overnight,NET45,Processing,Low,316.94,22.11,CAD,3404 Elm Dr Generic City PA 96378,193 Warehouse Ave Rockford IL 83441
SO20250820743,CUST0019,2025-08-13,2025-08-24,SALES008,Ground,NET45,Processing,Low,4354.73,322.57,CAD,8272 Washington Rd Generic City AZ 39841,8272 Washington Rd Generic City AZ 39841
SO20250820744,CUST0324,2025-08-16,2025-08-31,SALES007,Pickup,Wire Transfer,Closed,High,1447.46,110.31,CAD,4136 Elm Ave Generic City VA 61802,2415 Business St Generic City AZ 99003
SO20250820745,CUST0242,2025-08-15,2025-09-02,SALES002,Freight,NET45,Closed,Low,5019.26,414.43,USD,9927 Park Rd Generic City MI 18178,9927 Park Rd Generic City MI 18178
SO20250820746,CUST0320,2025-08-14,2025-08-24,SALES007,Pickup,NET30,Delivered,Normal,4211.63,311.97,USD,5988 Park Blvd Albany NY 27837,5988 Park Blvd Albany NY 27837
SO20250820747,CUST0120,2025-07-26,2025-08-23,SALES008,Express,NET30,Processing,Low,5357.27,373.76,USD,1678 Second Rd Generic City PA 85821,1678 Second Rd Generic City PA 85821
SO20250820748,CUST0448,2025-08-15,2025-08-30,SALES008,2-Day,NET45,Open,Low,1832.12,107.77,CAD,6636 Oak Blvd Fort Worth TX 87711,3782 Industrial Rd Generic City MA 65736
SO20250820749,CUST0219,2025-07-25,2025-09-01,SALES001,Pickup,NET45,On Hold,Urgent,4607.41,380.43,CAD,7946 Main St Generic City OH 77113,7946 Main St Generic City OH 77113
SO20250820750,CUST0468,2025-07-23,2025-08-23,SALES001,Overnight,NET30,Processing,Low,2933.38,223.56,CAD,988 Washington Dr Generic City MA 38483,988 Washington Dr Generic City MA 38483
SO20250820751,CUST0356,2025-07-30,2025-09-03,SALES006,Ground,COD,Delivered,Urgent,1970.95,162.74,EUR,6311 Washington Dr Oakland CA 86716,6311 Washington Dr Oakland CA 86716
SO20250820752,CUST0032,2025-07-28,2025-08-23,SALES003,Express,COD,Shipped,High,3722.87,275.77,USD,4506 Oak Blvd Generic City GA 30326,4506 Oak Blvd Generic City GA 30326
SO20250820753,CUST0054,2025-07-24,2025-08-27,SALES003,Overnight,NET30,Open,Urgent,2563.2799999999997,189.87,EUR,2523 Oak Ave Generic City MA 22945,2249 Commerce Rd Generic City NJ 72858
SO20250820754,CUST0099,2025-08-04,2025-08-22,SALES001,Express,NET45,Delivered,Normal,2439.3100000000004,143.49,USD,9781 First Rd Generic City NJ 40986,8392 Industrial Ave Generic City PA 32058
SO20250820755,CUST0243,2025-08-17,2025-08-21,SALES005,2-Day,NET30,Cancelled,High,5214.32,386.25,EUR,4929 Oak St Generic City OH 67605,6337 Industrial Ave Generic City MI 55644
SO20250820756,CUST0134,2025-08-06,2025-08-31,SALES002,Pickup,NET45,On Hold,High,1366.2,112.81,USD,1865 Second Dr Generic City PA 81370,1865 Second Dr Generic City PA 81370
SO20250820757,CUST0073,2025-07-29,2025-08-31,SALES003,Ground,COD,Closed,Normal,1894.3200000000002,156.41,EUR,8492 First Blvd Houston TX 70406,8492 First Blvd Houston TX 70406
SO20250820758,CUST0286,2025-08-07,2025-08-30,SALES002,Freight,Wire Transfer,Cancelled,Low,4029.0299999999997,298.45,CAD,1849 First Blvd Generic City MI 42611,3381 Industrial Rd Generic City PA 66835
SO20250820759,CUST0057,2025-07-26,2025-08-24,SALES007,Overnight,Wire Transfer,Shipped,Urgent,2364.0,180.17,USD,4048 Oak Dr Generic City PA 99384,4048 Oak Dr Generic City PA 99384
SO20250820760,CUST0386,2025-07-30,2025-09-02,SALES004,Overnight,COD,Open,Normal,3809.25,290.31,USD,4021 Washington St Generic City OH 32816,4021 Washington St Generic City OH 32816
SO20250820761,CUST0405,2025-08-04,2025-09-03,SALES005,Ground,Wire Transfer,Cancelled,Urgent,812.1700000000001,67.06,CAD,962 First St Generic City GA 82694,962 First St Generic City GA 82694
SO20250820762,CUST0314,2025-08-14,2025-08-22,SALES002,Pickup,COD,Delivered,Urgent,4065.45,335.68,CAD,8151 First St Generic City VA 25338,8151 First St Generic City VA 25338
SO20250820763,CUST0074,2025-07-31,2025-08-26,SALES006,Express,NET15,Delivered,High,4326.83,320.51,CAD,7218 Main Blvd Generic City AZ 40667,7218 Main Blvd Generic City AZ 40667
SO20250820764,CUST0376,2025-07-23,2025-08-25,SALES001,Express,Credit Card,On Hold,Urgent,4584.07,349.36,CAD,7309 Second Rd Peoria IL 92871,7309 Second Rd Peoria IL 92871
SO20250820765,CUST0151,2025-08-18,2025-08-25,SALES003,2-Day,Wire Transfer,On Hold,Low,2156.31,164.34,EUR,3672 Park Blvd Generic City VA 94715,3672 Park Blvd Generic City VA 94715
SO20250820766,CUST0260,2025-07-27,2025-08-29,SALES003,Express,NET15,Processing,Normal,2640.9,184.25,CAD,8878 Elm Blvd Orlando FL 90949,8878 Elm Blvd Orlando FL 90949
SO20250820767,CUST0447,2025-08-01,2025-08-28,SALES008,Overnight,NET30,Closed,High,3850.84,317.96,USD,4519 Oak Dr Rochester NY 63344,4519 Oak Dr Rochester NY 63344
SO20250820768,CUST0208,2025-08-15,2025-08-29,SALES008,Ground,NET15,Delivered,Low,2027.48,141.45,EUR,5786 Oak Rd Generic City PA 45303,7063 Warehouse Rd Generic City WA 90653
SO20250820769,CUST0173,2025-08-04,2025-09-02,SALES003,Freight,NET45,Closed,Urgent,4164.88,244.99,EUR,2565 Park Blvd Generic City MI 52633,2565 Park Blvd Generic City MI 52633
SO20250820770,CUST0142,2025-08-17,2025-08-28,SALES004,Pickup,Credit Card,Shipped,Normal,1739.1499999999999,143.6,EUR,2703 Main Blvd San Diego CA 43086,2703 Main Blvd San Diego CA 43086
SO20250820771,CUST0448,2025-07-24,2025-08-21,SALES007,Overnight,COD,Processing,High,2995.62,221.9,CAD,5166 Main Blvd Chicago IL 30825,7722 Commerce Ave Generic City VA 58258
SO20250820772,CUST0129,2025-07-22,2025-08-28,SALES007,Overnight,NET30,Open,Urgent,3131.77,258.59,CAD,107 Park St Generic City PA 61803,4735 Commerce Dr Generic City PA 32227
SO20250820773,CUST0424,2025-07-26,2025-08-24,SALES005,Overnight,NET15,Shipped,Low,675.54,39.74,CAD,2605 Park Ave Fort Worth TX 28239,2605 Park Ave Fort Worth TX 28239
SO20250820774,CUST0074,2025-07-25,2025-08-26,SALES002,Pickup,NET30,Closed,Low,1012.74,75.02,USD,5078 Second Blvd Los Angeles CA 98400,9474 Commerce Blvd Generic City GA 58515
SO20250820775,CUST0165,2025-08-16,2025-08-24,SALES008,Freight,NET30,Cancelled,Low,3339.87,254.54,CAD,5233 Second Rd Generic City GA 47119,5233 Second Rd Generic City GA 47119
SO20250820776,CUST0423,2025-08-08,2025-08-24,SALES004,Express,NET30,On Hold,High,1903.27,157.15,USD,9298 Oak St Orlando FL 83289,9298 Oak St Orlando FL 83289
SO20250820777,CUST0046,2025-08-14,2025-08-21,SALES002,Overnight,NET15,Delivered,High,4284.5199999999995,252.03,USD,4862 Main Dr Generic City PA 99502,4862 Main Dr Generic City PA 99502
SO20250820778,CUST0453,2025-07-31,2025-08-24,SALES004,2-Day,Wire Transfer,Cancelled,Normal,5182.719999999999,394.99,USD,1736 Elm Rd Generic City NC 30919,1736 Elm Rd Generic City NC 30919
SO20250820779,CUST0197,2025-07-30,2025-08-21,SALES007,Pickup,NET30,Closed,Normal,413.29,31.5,CAD,1491 Elm St Generic City NJ 81306,2627 Industrial Rd Generic City MA 83021
SO20250820780,CUST0124,2025-07-23,2025-08-27,SALES008,Ground,Wire Transfer,Processing,High,3305.17,244.83,USD,7031 First Blvd Generic City WA 96423,7031 First Blvd Generic City WA 96423
SO20250820781,CUST0036,2025-08-01,2025-08-31,SALES004,2-Day,NET45,On Hold,Urgent,2838.73,198.05,EUR,2763 First St Generic City MI 96974,2763 First St Generic City MI 96974
SO20250820782,CUST0258,2025-07-29,2025-08-25,SALES003,Ground,NET30,Open,Urgent,3384.77,250.72,CAD,827 Park St Fort Worth TX 95838,827 Park St Fort Worth TX 95838
SO20250820783,CUST0346,2025-08-09,2025-09-02,SALES008,Express,Credit Card,Delivered,Normal,1292.0,76.0,USD,3810 Oak Ave Generic City OH 78118,3810 Oak Ave Generic City OH 78118
SO20250820784,CUST0197,2025-08-10,2025-09-03,SALES004,2-Day,Credit Card,Cancelled,Low,3789.55,312.9,CAD,3957 Park Blvd Generic City OH 81806,3957 Park Blvd Generic City OH 81806
SO20250820785,CUST0170,2025-07-28,2025-08-23,SALES001,Ground,NET15,Cancelled,Low,3681.55,272.71,CAD,8149 Park Ave Generic City NC 10512,8149 Park Ave Generic City NC 10512
SO20250820786,CUST0030,2025-08-09,2025-08-22,SALES008,Ground,NET30,Cancelled,Normal,604.3199999999999,46.06,CAD,2294 First Blvd Generic City PA 92197,2294 First Blvd Generic City PA 92197
SO20250820787,CUST0272,2025-08-13,2025-08-30,SALES002,Ground,NET30,Processing,Low,609.71,35.87,USD,2250 Park St Generic City NJ 17181,2923 Warehouse Blvd Generic City MA 68726
SO20250820788,CUST0168,2025-08-09,2025-08-22,SALES003,Overnight,NET30,Delivered,Low,2719.18,224.52,CAD,3505 Elm St Generic City WA 33682,3505 Elm St Generic City WA 33682
SO20250820789,CUST0053,2025-08-06,2025-08-27,SALES007,Overnight,Credit Card,Closed,Normal,4909.349999999999,374.15,CAD,1716 Washington Ave Generic City OH 38060,1716 Washington Ave Generic City OH 38060
SO20250820790,CUST0296,2025-07-23,2025-09-01,SALES006,Freight,NET30,Cancelled,High,5073.5,386.66,USD,2903 Park Blvd Oakland CA 88415,2903 Park Blvd Oakland CA 88415
SO20250820791,CUST0459,2025-07-28,2025-08-30,SALES005,2-Day,NET15,On Hold,High,1993.23,139.06,CAD,7503 Washington Rd Generic City OH 32986,7503 Washington Rd Generic City OH 32986
SO20250820792,CUST0214,2025-07-22,2025-08-25,SALES006,Freight,COD,Shipped,Urgent,2286.99,169.41,EUR,8064 Elm St Generic City PA 52147,8064 Elm St Generic City PA 52147
SO20250820793,CUST0209,2025-07-24,2025-08-26,SALES001,Overnight,COD,Closed,Urgent,4598.83,270.52,USD,5228 Park Ave Generic City PA 53434,5228 Park Ave Generic City PA 53434
SO20250820794,CUST0234,2025-08-20,2025-08-25,SALES003,Overnight,NET45,Delivered,Urgent,304.77000000000004,25.16,USD,6611 Second St Generic City WA 92322,6611 Second St Generic City WA 92322
SO20250820795,CUST0260,2025-07-29,2025-09-02,SALES003,Freight,NET45,Open,High,2291.4,174.63,CAD,552 Elm Rd Houston TX 30696,552 Elm Rd Houston TX 30696
SO20250820796,CUST0090,2025-08-17,2025-08-23,SALES004,Freight,NET15,Processing,High,3804.66,289.96,USD,6293 Oak Blvd Generic City MA 22572,7702 Business Rd Naperville IL 71773
SO20250820797,CUST0323,2025-08-18,2025-08-26,SALES002,Express,Wire Transfer,Closed,High,2049.23,169.2,EUR,5230 Oak Ave Tallahassee FL 53449,5230 Oak Ave Tallahassee FL 53449
SO20250820798,CUST0339,2025-08-11,2025-08-30,SALES002,Overnight,Credit Card,Shipped,Normal,5030.49,415.36,EUR,2286 Park Dr Generic City PA 95495,2286 Park Dr Generic City PA 95495
SO20250820799,CUST0041,2025-08-16,2025-08-21,SALES001,Ground,Credit Card,Open,Urgent,4094.69,312.07,USD,2107 Main Blvd Generic City WA 89591,2107 Main Blvd Generic City WA 89591
SO20250820800,CUST0108,2025-08-07,2025-09-03,SALES001,Freight,Credit Card,Closed,Low,1707.25,100.43,CAD,6481 Elm St Generic City NJ 91061,6481 Elm St Generic City NJ 91061
SO20250820801,CUST0461,2025-07-31,2025-08-25,SALES001,Ground,Wire Transfer,Shipped,Urgent,4185.92,292.04,CAD,5959 Park Blvd Generic City MA 32024,5959 Park Blvd Generic City MA 32024
SO20250820802,CUST0367,2025-08-11,2025-08-23,SALES001,Pickup,Credit Card,Shipped,Low,2976.2799999999997,226.83,CAD,690 Washington Dr Naperville IL 81721,690 Washington Dr Naperville IL 81721
SO20250820803,CUST0167,2025-08-10,2025-08-21,SALES006,2-Day,NET15,Shipped,Low,3128.58,238.44,CAD,7732 Main Dr Generic City AZ 85924,6685 Commerce Dr Generic City NJ 86934
SO20250820804,CUST0142,2025-08-17,2025-08-24,SALES006,Ground,NET30,On Hold,High,2104.13,173.74,CAD,9733 Washington Blvd Generic City WA 80529,1109 Corporate Rd Generic City GA 91183
SO20250820805,CUST0434,2025-08-16,2025-08-23,SALES007,Freight,Wire Transfer,Open,High,3065.69,227.09,EUR,441 Washington Rd San Antonio TX 94541,441 Washington Rd San Antonio TX 94541
SO20250820806,CUST0218,2025-08-17,2025-08-21,SALES001,Express,Wire Transfer,Processing,High,3513.91,206.7,EUR,6087 Park Dr Generic City WA 86485,6087 Park Dr Generic City WA 86485
SO20250820807,CUST0488,2025-07-27,2025-08-28,SALES004,Pickup,NET45,Closed,High,3068.04,233.82,USD,5974 Park Rd Jacksonville FL 45202,5974 Park Rd Jacksonville FL 45202
SO20250820808,CUST0044,2025-08-13,2025-09-01,SALES008,Pickup,Credit Card,Delivered,Low,3004.48,176.73,EUR,2065 Elm Ave Generic City WA 40624,2718 Industrial Ave Generic City MI 22289
SO20250820809,CUST0137,2025-08-13,2025-08-23,SALES005,Ground,Wire Transfer,Delivered,Low,4672.400000000001,274.85,USD,9958 Second Ave Generic City GA 42202,8499 Commerce Ave Generic City GA 98482
SO20250820810,CUST0486,2025-08-15,2025-08-23,SALES001,Freight,NET30,Processing,Low,1561.17,115.64,EUR,5311 Main Rd Generic City AZ 74331,5311 Main Rd Generic City AZ 74331
SO20250820811,CUST0449,2025-07-27,2025-08-29,SALES002,Overnight,NET45,Closed,High,639.07,37.59,CAD,9786 Main St Rochester NY 92837,9786 Main St Rochester NY 92837
SO20250820812,CUST0151,2025-08-15,2025-08-23,SALES005,Ground,COD,Open,Low,4533.32,266.67,USD,4618 Oak Blvd Generic City GA 14576,4618 Oak Blvd Generic City GA 14576
SO20250820813,CUST0456,2025-07-22,2025-08-21,SALES006,Pickup,Wire Transfer,Delivered,Normal,3772.61,221.92,CAD,4129 First Rd Tampa FL 25101,4129 First Rd Tampa FL 25101
SO20250820814,CUST0257,2025-08-15,2025-09-02,SALES003,Ground,NET15,Cancelled,High,3339.87,254.54,EUR,4814 Second Ave Generic City OH 20660,4814 Second Ave Generic City OH 20660
SO20250820815,CUST0488,2025-08-06,2025-08-21,SALES001,Overnight,NET30,Open,Normal,4456.14,330.08,USD,7189 First Blvd Generic City GA 97532,9521 Industrial St Generic City OH 42143
SO20250820816,CUST0455,2025-07-28,2025-08-26,SALES001,Pickup,NET15,Open,Normal,1437.3,118.68,CAD,543 Park Ave Generic City NC 83848,543 Park Ave Generic City NC 83848
SO20250820817,CUST0423,2025-08-04,2025-08-25,SALES005,2-Day,NET45,Cancelled,High,806.72,59.76,CAD,1002 First Dr Generic City AZ 42860,1865 Corporate Blvd Springfield IL 63991
SO20250820818,CUST0119,2025-08-02,2025-08-25,SALES001,2-Day,COD,Shipped,Low,1663.45,123.22,CAD,8046 First Rd Generic City VA 18941,2722 Business Ave Generic City VA 77058
SO20250820819,CUST0388,2025-08-04,2025-08-29,SALES007,2-Day,COD,Shipped,Low,4839.04,358.45,USD,9243 First Ave Sacramento CA 20019,9243 First Ave Sacramento CA 20019
SO20250820820,CUST0306,2025-08-17,2025-08-24,SALES007,Pickup,Credit Card,Closed,Urgent,1440.64,100.51,EUR,8044 Second Ave Jacksonville FL 67841,2583 Industrial Blvd Generic City PA 25150
SO20250820821,CUST0085,2025-08-10,2025-09-02,SALES001,Pickup,NET30,On Hold,Normal,4083.3799999999997,284.89,CAD,3056 Oak Dr Generic City GA 29167,3056 Oak Dr Generic City GA 29167
SO20250820822,CUST0153,2025-07-22,2025-08-22,SALES008,2-Day,NET30,On Hold,Urgent,5012.54,294.86,CAD,3945 Park Rd Tampa FL 83013,3945 Park Rd Tampa FL 83013
SO20250820823,CUST0285,2025-07-23,2025-08-28,SALES008,Express,NET30,Shipped,Normal,5408.09,446.54,CAD,7637 First Blvd Generic City MA 99441,6900 Industrial Ave Generic City MA 21483
SO20250820824,CUST0271,2025-08-01,2025-08-25,SALES006,Ground,Wire Transfer,Open,High,2828.86,166.4,EUR,3071 Park St Generic City MI 75131,4774 Industrial St Generic City VA 63967
SO20250820825,CUST0131,2025-08-14,2025-08-24,SALES006,2-Day,NET30,On Hold,High,1066.6299999999999,88.07,EUR,9861 Second Ave Generic City GA 91978,9861 Second Ave Generic City GA 91978
SO20250820826,CUST0026,2025-07-25,2025-09-03,SALES004,Express,NET45,Processing,High,4407.65,259.27,USD,7629 Oak St Generic City MI 59306,7629 Oak St Generic City MI 59306
SO20250820827,CUST0069,2025-08-11,2025-08-31,SALES004,Ground,Wire Transfer,Closed,Urgent,1692.62,129.0,EUR,565 Second St Tallahassee FL 27742,565 Second St Tallahassee FL 27742
SO20250820828,CUST0464,2025-08-15,2025-08-26,SALES008,Freight,Credit Card,Closed,Urgent,320.5,23.74,USD,7812 Washington Ave Generic City MI 46828,7812 Washington Ave Generic City MI 46828
SO20250820829,CUST0320,2025-08-09,2025-08-23,SALES001,Overnight,COD,Closed,Low,827.92,68.36,USD,9364 Second Dr Los Angeles CA 76418,9364 Second Dr Los Angeles CA 76418
SO20250820830,CUST0055,2025-08-07,2025-08-27,SALES006,Ground,NET15,Closed,Low,2045.03,151.48,USD,7747 Second Dr Generic City WA 17745,7747 Second Dr Generic City WA 17745
SO20250820831,CUST0444,2025-08-16,2025-08-24,SALES002,Overnight,NET30,Shipped,Urgent,537.56,31.62,USD,6833 Washington Rd Jacksonville FL 55719,6833 Washington Rd Jacksonville FL 55719
SO20250820832,CUST0160,2025-08-13,2025-08-30,SALES008,Pickup,NET30,Closed,High,5162.78,303.69,EUR,6098 Park St Generic City VA 60909,6098 Park St Generic City VA 60909
SO20250820833,CUST0025,2025-07-22,2025-08-23,SALES002,Express,Credit Card,On Hold,Low,1075.43,75.03,CAD,1954 Main Ave Rochester NY 88086,1954 Main Ave Rochester NY 88086
SO20250820834,CUST0479,2025-08-19,2025-09-01,SALES004,Pickup,NET15,Open,Normal,873.3399999999999,66.56,USD,6384 Washington Dr Generic City PA 98263,6384 Washington Dr Generic City PA 98263
SO20250820835,CUST0371,2025-07-22,2025-08-23,SALES006,Express,NET30,Closed,Normal,1561.71,119.02,CAD,8198 Second Ave Generic City AZ 20075,8198 Second Ave Generic City AZ 20075
